text,id_str
"Sen. Schumer, calling for a special prosecutor: “Now is the time to put party considerations aside and do what is r… https://t.co/RphrQ9jENX",864842451118379009
"KB Toys aims to fill the void that Toys ""R"" Us is leaving behind https://t.co/ZrMwJCXENE https://t.co/W2tMTRvIHC",976178838442074114
"For the first time in 300 years, not a single person is living on the island of Barbuda https://t.co/cDeYLm5HEr https://t.co/WOdHykHdl4",908718077285736450
"Congratulations! Er... SUNY at Buffalo sends out more than 5,000 acceptance letters in error https://t.co/ymmdDrXxLS https://t.co/1jnl107qm3",722145553501577216
"Lurking 13,000 feet below sea level, this ""faceless fish"" doesn't need eyes to swim in the dark.… https://t.co/DRm3Cjr8pq",873943402139840514
Trump talks up trip before returning to controversy in Washington https://t.co/zBek4AOlAO https://t.co/HNRF4YLoPS,868517019683098627
Sale of incoming White House communications director's firm to Chinese group is under regulatory review… https://t.co/KWeXruswNC,890061640783323136
"The world reacts to Donald Trump's ""America first"" acceptance speech at the #RNCinCLE https://t.co/WcUnjgjIel https://t.co/SJyakXdo6c",756469476019802113
Cruz: How do you turn the national debt around? “Economic growth” #CNNDebateNight https://t.co/h4zoykffPV,920838632226852865
White House press secretary Sarah Sanders says President Trump has spoken with Rob Porter once since his departure… https://t.co/xIy7nrsWvt,978710277700161538
How do you feel about President Trump's address? Vote here: https://t.co/o6e4m8uKM5 #TrumpAddress https://t.co/VyAFrdu6xn,836762921933885440
"Pizza shop workers took down an armed robber -- but when police took off his mask, they discovered he was their old… https://t.co/Bb0ThvNusu",959690694871920640
We're in NYC as workers inflate the balloons that will star in Macy's Thanksgiving Day Parade. Watch on Facebook:… https://t.co/nByvdFMeDI,801507991254138880
"These third-graders are too young to vote, but they have a lot to say about President Trump and politics… https://t.co/pI68XQCKxU",865783479673421824
"The quest for Planet Nine has turned up ""extreme objects"" on the edge of our solar system https://t.co/UD3NglJbex https://t.co/U5knZvR3mr",770766806017531904
Arizona Democrats call for probe into voter suppression claims https://t.co/XC1nlHzXYr https://t.co/I34ab0l9hi,713196457927581697
A 5-year-old boy died after being crushed in a rotating restaurant atop a downtown Atlanta tower… https://t.co/6nUbDO5Ve4,853835418281947136
"Flying actually got better last year:
- Fewer flights canceled
- Mishandled bag rates down
- Flights more punctual https://t.co/0KUsXz1EGM",831659610100682752
Joe Biden is speaking to the #DemsInPhilly convention. Watch live on @CNNGo https://t.co/oZz0jU4MJI https://t.co/vbYAwL7nWx,758469290496446464
A child fell off a roller coaster at a Pennsylvania amusement park https://t.co/WGbX4tzmPP https://t.co/00ITThycU2,763848973085990913
"Justin Gatlin wins men's 100m final at IAAF World Championships in London, beating Usain Bolt on his final solo rac… https://t.co/V9vYflNIrb",894293506151391232
You might have Jupiter to thank for your very existence: http://t.co/qNQyOBzh7l http://t.co/qihoFyAaQY,580753577863356417
"Wait, really? A supersonic flight that could take you from NYC to London in 30 minutes:  https://t.co/bQqtGlnWyg https://t.co/8cv5vEbFNv",662098259591225344
"One of two people arrested in Quebec mosque attack is now considered a witness and not a suspect, police say… https://t.co/DoTZ48NrzE",826128852581761024
"Search for #ElFaro focused on survivors, @USCG says. Unidentifiable remains of 1 person found http://t.co/rh6cTaYGjY http://t.co/prnqvQXX2D",651040875817123840
"Ivanka Trump has been calling members of Congress about child care legislation, a transition source says… https://t.co/HcFBnkBpgo",809536015140585473
A team of scientists has proposed building 10 million machines to help refreeze the Arctic https://t.co/toC7zfIhmd https://t.co/9W7dD2wgxg,832240621662457860
"President Donald Trump on Thursday tweeted his support of the joint bid by the US, Mexico and Canada to host the 20… https://t.co/LlCJ1yrpB2",989862981105266688
An amateur astronomer happened to be searching for traces of a secretive satellite launched by SpaceX when he stumb… https://t.co/qzKfYE9ETR,958973404975124480
"Fox News settles with Gretchen Carlson — and a ""handful"" of other women https://t.co/SIl9jkYhdw via @CNNMoney https://t.co/of7IdH1y9v",773278355533815808
President Trump is defying the usual trends when it comes to the economy and his approval ratings https://t.co/17slxbyg89,893641950976286721
Claims of a Soviet plot to assassinate President John F. Kennedy as early as 1962 -- which the CIA ultimately dismi… https://t.co/4zDOaEJjkF,929083361032884224
How Trump lost Ann Coulter | By Michael D'Antonio via @CNNOpinion https://t.co/9Oy1EfsqCB https://t.co/vJk0pcS4HD,982398445364350976
Why do none of the Trump-Russia leaks come from Russia? https://t.co/Z09WbUwzaf https://t.co/xTfCEUZQns,862247202244231168
Authorities: At least 2 died due to Illinois storms; @NWS preliminarily rated a tornado EF-4. http://t.co/s7VcNfwPvs http://t.co/BAHmDWDU8f,586669056880611328
Art behaving badly: Highs and lows from the industry's final major event of the year https://t.co/WBhzzJyCe1 https://t.co/i64kXxidCd,674006838573195265
Many food stamp recipients could be locked out of the program for up to three years if they fail to work or enroll… https://t.co/PigBp9jCpB,984580068012896256
"Sen. Dianne Feinstein vows there will be a public Donald Trump Jr. hearing ""come hell or high water""… https://t.co/jGpYxznq3V",907390730364219392
He’s an algebra teacher in Oklahoma. And a bus driver. And a Little League umpire. And he drives for Uber and Lyft.… https://t.co/qNMHqig7Cr,980376725807943680
Record-setting footprint from a flesh-eating dinosaur discovered in South America https://t.co/ohxeh7VuS8 https://t.co/ZIDaXDUoyB,759796016375853056
Maritime dispute in the South China Sea flares up when a US destroyer sails near a man-made island claimed by China… https://t.co/EACxYlGlKs,895789970882998272
Watch the dramatic explosion of a van carrying paper and paint products on a highway in China.… https://t.co/Mfn8J4rL22,887536346985844737
"Mike Pence discussed the National Space Council with Elon Musk during a trip to California last month, a source say… https://t.co/NHNwJAztLt",926589615414358016
"Donald Trump's Treasury pick called him ""the poster child for crony capitalism"" during primary campaign… https://t.co/El3AkcwThG",840782153424203776
Trump's attorneys are trying to sway him against agreeing to an interview with special counsel Mueller partially ou… https://t.co/bmjZY8jwP1,960898426908106752
Jerry Springer said his show shouldn't be a model for a presidential race https://t.co/G4r6wgxAit https://t.co/VIp0xIcocz,709847139325714433
Forget 'Pizza Rat'; meet 'Pita Rat' https://t.co/L04sLkKkgk https://t.co/AWABSHKozl,687705602664099841
"Three former female employees have sued Google, claiming ""pervasive pay and promotion discrimination"" https://t.co/QjsL4kcc6a",908682964392804353
"An eyewitness to the New York truck attack recounts his experience: I told the Uber driver ""it was probably a prank"" https://t.co/YNuivcPc7C",925553837095649280
A friend of Ret. Vice Admiral Bob Harward's said he was reluctant to take Trump's offer because the WH seems chaoti… https://t.co/k1V4BDtEXn,832394387250364417
"Nunes is still reviewing Russia intel, which has Democrats grumbling that he has violated the spirit of his recusal… https://t.co/qX5VuNQTF6",865462279738769408
Immigration backlash is coming from places least touched by immigration | Analysis by Ronald Brownstein… https://t.co/TsOxO1xWsb,958374786249515008
Matt Lauer has been terminated from NBC News after an employee filed a complaint about “inappropriate sexual behavi… https://t.co/I8qNGy75co,936116340322197505
Al Franken is worried about Pikachu and his other Pokemon pals invading your privacy https://t.co/SUGNhImD7v https://t.co/Ip0DGOoJ7M,753207609314963457
Donald Trump's strange campaign gets stranger https://t.co/aIbNprDEGc https://t.co/VSMCtoC12D,760787914913701888
Michelle Obama stole the show at her final state dinner in a chainmail Atelier Versace gown https://t.co/pbEWDNVZBK https://t.co/ifQWNaqqjj,788668514102018049
An ice cream shop owner can't remove a Confederate flag flying over his business because it's on land he doesn't ow… https://t.co/khp0S94riV,879066679275388928
"President Trump: “My duty, and the sacred duty of every elected official in this chamber, is to defend Americans, t… https://t.co/8wFSOvhrbx",958536702158614528
"President Trump's personal lawyer said Tuesday that he paid $130,000 of his own money to a porn star who allegedly… https://t.co/78HJubpDsz",963846244555743233
The four Arab countries leading an embargo against Qatar are ready to talk -- but not back down… https://t.co/B0p7J8Fvuv,891960014331670529
"What's more impressive than tweeting, coming up with nicknames, and golfing — all while running a country? Dean Obe… https://t.co/fVGFLxeyVp",934553574843043840
"Who is President Trump's new lawyer, Jay Sekulow? https://t.co/8jWzeMvUaV https://t.co/qLSNA2apys",877062463396749312
Here's a look at what President Trump's team knew when they were trying to clean up the Porter controversy… https://t.co/80PN5CrTE0,963565813415448576
"Just 33% of Americans say they favor Republican proposals to reform the nation's tax code.

55% now oppose it, disa… https://t.co/XipC1KhpOA",943126298104422400
"Almonds, pistachios and other high-value nuts are becoming appetizing targets for thieves https://t.co/BSIdw1JZZ1 https://t.co/zQrIf5HBiC",764748650413162496
"'El Chapo' Guzman broke leg fleeing special ops forces, Mexican official says https://t.co/fJoU6AQKTO https://t.co/GXrpYqij3h",656607831634915328
Latest update on the #GrenfellTower fire in London https://t.co/RqUUmi12m5 https://t.co/AKwvSMtFi3,874927397132488707
Here's a running list of Democrats who have discussed the prospect of impeaching President Trump… https://t.co/J7EvGHwpAU,863287951240966144
Trump supporters launch #TrumpCup as a protest against Starbucks https://t.co/mSGihN2bIM https://t.co/vB2uOb0d8J,799667238089424896
The moment two strangers who chased the Texas church shooter reunited and shared a hug https://t.co/FUOUIGLckb https://t.co/m8OFK7dQPu,927901199243923461
Google uses AI to help diagnose breast cancer https://t.co/q3CUWp8HoM https://t.co/KUyWLQFiMz,837973671524335617
"Thomas Friedman on mass shootings: ""It's become part of the weather...It feels like it's something we can't control"" https://t.co/0dRKNSzk42",927725667814387713
Irish man visits one of the world’s highest bungee jumps — but forgets to empty his pockets. https://t.co/63F7SY2dFY,765995292017717249
Meet the hijab-wearing Barbie who's become an Instagram star https://t.co/5YDEBSMpyD https://t.co/j6lpIBw76W,696676570174324736
"National polls show a tight race, with Hillary Clinton continuing to edge out Donald Trump https://t.co/XZmNnEtzVr https://t.co/qZLmpFveeO",794165088521515008
"Where are we 3 mos. since election? @billmaher: ""Somehow it's exactly what we thought, but 10x worse"" #TheMessyTruth https://t.co/gr61GCfGRe",830244069016211457
"White House: President Trump is ""very, very concerned"" over leaks https://t.co/9mLuLUy6LD https://t.co/KPEoPGBsmB",831576785686913025
"An inclusion rider, as championed by Frances McDormand, is designed to ""ensure equitable hiring in supportive roles… https://t.co/54hKR3JOUW",970625817091936256
"Obama: ""Rivals like Russia, China cannot match our influence around the world unless we give up what we stand for."" https://t.co/dGhgKZ8Lim",819049951787384832
"Polluted environments kill 1.7 million children each year, according to a new WHO report https://t.co/PgOaFZFZJ6 https://t.co/AfE7LG0Xdh",838901010538057728
.@Snapchat! Head to CNN in discovery for latest on #GOPDebate &amp; it's winners and losers: http://t.co/LnOAvyucWK http://t.co/zTgqhlXNb4,644503845226291200
"A strong wind storm on the East Coast has caused trouble for planes. This one had to abort a landing in Washington,… https://t.co/yKHoANvISE",970328068576432129
Rep. Scott Taylor: I haven't lost my confidence in the President to be our president despite his stumbles this week https://t.co/xpRMBJkN7F,865722608335114240
"Russians discussed having potentially ""derogatory"" info about Trump and associates during campaign, sources tell CN… https://t.co/DLIlaC5j5k",869497367011184640
"Mayor of Naples, Florida: Biggest concern right now is power. It’s hot, and restoring power could take up to a week https://t.co/17XcjdWZaI",907343863379120128
South Korea says it has a plan to assassinate Kim Jong Un https://t.co/0gIE9XQrEn https://t.co/wBoMEtbHnr,779319017261654016
2 paintings by Vincent Van Gogh stolen in a 2002 heist in the Netherlands have been found. https://t.co/l2zxRgsfbU,781788243285213184
This man wasn't going to let the weather stop him from mowing the lawn at his house in Canada… https://t.co/bW3n2e3Z1Q,871842952951324672
"The world's first permanent ice hotel has opened in Sweden, thanks to new solar-powered cooling technology… https://t.co/moS2ItgAVM",808597747901333506
Paul Ryan removes portrait of former House Speaker Dennis Hastert https://t.co/sRxuNdjT8K https://t.co/yWUmoxrQHs,661349576373370880
#GOPDebate: @RealBenCarson goes on offense https://t.co/UhPcjh0BV5 https://t.co/4fI75uerqk,664272197180129280
The 130-year-old method of classifying dinosaurs may be about to be shaken up https://t.co/xFcEmmczMl https://t.co/916PITZe4D,845204895724703744
Arkansas death row inmate receives last meal as US Supreme Court considers case to decide his fate… https://t.co/35CHperkBd,854145674811756544
Thousands of Iowans are taking no chances ahead of what could be one of the worst floods in the state's history… https://t.co/OnE6IyOAug,780730709845630976
"Is North Korea planning missile launch? Activity sparks concern, officials say https://t.co/Ha9naPSmeN https://t.co/OSl59Y3zxp",692525625266049024
".@tarapalmeri on Trump's Puerto Rico tweets: He ""is feeding red meat to his base right now on Twitter"" https://t.co/2DPdPtQt8J",914507779108372481
"Airplane terror threat is something that ""keeps me up at night,"" DHS Secretary Kelly says https://t.co/crfbjWfOTy https://t.co/lMegFEUioV",858135851917877248
Meet the schoolgirls learning to fight off attackers -- and the schoolboys learning about sexual consent #AsEquals… https://t.co/uFvDz4st3M,970741201358983168
"As death toll rises to 135, Indonesia crash raises concerns over aging fleet: http://t.co/wbmLa6Oba3 http://t.co/p7VzPwamK2",616190764998127616
"Republican strategist @ananavarro on Roy Moore scandal: ""This should not be establishment Republicans versus Trump… https://t.co/8Oi8cxiVKE",928846884051013632
129 people died in #ParisAttacks. These are the names of the victims we know so far: https://t.co/LmJTYWM9fQ https://t.co/bALbGjQ1qh,666967018525081600
Here's everything the White House has said about the Comey tapes https://t.co/rye2dhowSg,878204348492390402
"Watch Swoosh, a cancer therapy dog, surprise two young boys battling cancer https://t.co/8B96senu5e https://t.co/JzYUCXRMrz",944324591777996800
A nine-year-old who'd benefit from the six-year reauthorization of the Children's Health Insurance Program is among… https://t.co/kfvYnzWmpo,958087102738157569
The FCC chairman is being probed by the agency's inspector general about whether he inappropriately favored a conse… https://t.co/ALAFjPLVqE,964684848811200512
These billboards will target you as you drive by https://t.co/j894nANFFh https://t.co/Lo3Xnb9BRv,747602391780962308
The US government says it has approved a $2 billion arms sale to the United Arab Emirates https://t.co/2ANtvkMR89 https://t.co/DJGdaJTxiH,862813696069906433
"Meet Peggy Whitson, the woman who just made American space history https://t.co/kia2Dzn5da https://t.co/E3mADdrtNV",856492941795237888
There's an absolutely foolproof way to get Donald Trump to like you | Analysis by @CillizzaCNN… https://t.co/FjwTPL90bY,923994396743356416
"In photos: Violence erupts at a white nationalist rally in #Charlottesville, Virginia https://t.co/jjSIVuVRpc https://t.co/aLxRG3cs5c",896801156701315072
"Trump ""listened to his generals"" on Afghanistan, US Ambassador to the UN Nikki Haley says https://t.co/8CsWqeWnaD https://t.co/p7fHemoMPt",900005666085105664
These towering settings bring a powerful allure. See 20 stunning cliffside beaches: http://t.co/ueFWFkWAtl @CNNTravel http://t.co/3S2QoXiDr1,582293726250160128
Officials: New debris apparently resembling remnants of a suitcase is part of #MH370 probe: http://t.co/BY3VNgrci6 http://t.co/2FokjJpLW8,626847233116385281
"Gov. Chris Christie talks opioid death toll: ""We have a 9/11 every two and a half weeks"" https://t.co/EZZ7kl33Dx https://t.co/dN0iBO1LKZ",923893426982150144
Did you miss CNN's #ObamaTownHall? Watch all the highlights in under two minutes https://t.co/KVfvblMOBP https://t.co/9ttTcDaqnB,781418724117082112
"Facing high winds, this United flight made a bumpy, angled landing in Oklahoma. https://t.co/AcUOS9Ca1Y https://t.co/Tb8GWng0DW",713364831559135232
Poll: Would you replace the New Zealand flag with this?https://t.co/4f2OUIgpu2 https://t.co/vcPzar4Xx8,676645504218996736
"Surrounded by flames, California firefighters rescue American flag from wildfire https://t.co/ZmuhW9rHMf https://t.co/9xqRBwPCT5",884423612282830848
"One person taken into custody after suspicious devices placed in 3 Starbucks coffee shops in Albuquerque, FBI says… https://t.co/GUCf7eTiWc",802939297745674240
"5 things for Tuesday:

- North Korea
- Facebook killing
- Trump Travel
- Arkansas executions
- Syria bombing… https://t.co/lUnGwzv6qE",854287648097263616
GOP leaders say whites are unaware of the challenges facing black Americans https://t.co/jZ119mUsvh https://t.co/GPjNX9KLOA,751871409614381056
"5 things for Monday:

- James Comey
- Supreme Court
- North Korea
- Syria
- March Madness

https://t.co/dCokGT15kp https://t.co/KCTDaNT6nZ",843782679078326273
3 simple ways to cut your taxes https://t.co/4rrtmwnizm https://t.co/g2rOsnjWyX,978675030744846337
"3 members of public and an officer were killed in attack near UK Parliament, authorities say https://t.co/VaA7aYxa7Q https://t.co/u8nfnxBdoO",844684263387795457
Can you see it? This spooky satellite image of Hurricane #Matthew looking like a smiling skull lit up the Internet… https://t.co/bZXmmiTc96,783722220661137408
"President Trump to aides: ""I want tariffs"" on China https://t.co/PMSpto7tYO https://t.co/1ivQ9xIxdv",902376773643636736
"At a rally in Colorado, Donald Trump says politics and Colin Kaepernick are the reason for NFL ratings drop https://t.co/yTGaiSNZuk",792855348428283904
"President Trump calls White House Cabinet Room ""the boardroom"" https://t.co/L6NRzM1HbP https://t.co/orv6hs0U6y",892032431141801984
"""We should not be afraid to utilize [the word terrorism] even if target is Muslim community."" National security ana… https://t.co/U8WgumDFQE",876733675521683456
"There is a ""good chance"" Kim Yo Jong, the sister of North Korean leader Kim Jong Un, will invite South Korean Presi… https://t.co/riBSMm23Ue",961870402115915777
"President Trump's longtime personal lawyer, Michael Cohen, facilitated a payment plan totaling $1.6 million last ye… https://t.co/QF2EQnj7po",984893965018255360
".@NYGovCuomo: ""This was a significant amount of damage"" adds ""there's glass everywhere, shrapnel everywhere."" https://t.co/sPrAZK2Ioo",777515971561029632
"Hillary Clinton: ""Go ahead, Donald."" Trump: ""No, I'm a gentleman, Hillary, go ahead."" https://t.co/zgLdzPBBFm https://t.co/BDHQsFp2Fq",785299278558294017
This woman retook her Europe vacation photos in the same spots 30 years later https://t.co/tUZDvmNRvw https://t.co/eXFnYMDBHv,888321680992555008
"CNN's Jake Tapper: ""Do you think there's a credibility crisis in this White House?""

Kellyanne Conway: ""No, I don't… https://t.co/IgCTKhOGSJ",993119402253082624
"Gorsuch said he approaches the question of allowing cameras in the Supreme Court with an ""open mind""… https://t.co/aavGuAvaNq",844294266310578176
"President Obama on Trump and taxes: ""He thinks you're suckers for doing what you're supposed to do"" https://t.co/lyBiGIXyQV",789203249416896512
This fish &amp; chip shop delivered on a sick customer's unusual request -- and received praise from around the world… https://t.co/1qzGOVqezo,816083520544239618
Traveling to Tokyo? We asked five insiders for tips on how best to spend time and navigate the city… https://t.co/BENsduqdR9,877087631259164673
"It's not quite ""flubber,"" but researchers think this ""orange goo"" could be put to some serious use… https://t.co/wYJEJ3yV9B",849855188299116544
The degenerative brain disease CTE has been confirmed in a living NFL player for the first time… https://t.co/378FmdoXJv,932358227953582080
White House won't say if President Trump has confidence in AG Jeff Sessions https://t.co/Hy6hICEEns https://t.co/ClOhaQ38Vx,872184700072325122
"What the Internet wants, the Internet gets: your @marcorubio &amp; Peyton Manning mash-up. http://t.co/fsc83NdCPf http://t.co/yK457sfgO9",633818942360932352
"With waves as high as 35 feet, Typhoon Megi slams Taiwan, killing at least 4 people and injuring more than 300… https://t.co/i4mpCyJx6A",781096759854596096
Getting lost around the Kremlin? Experts say Russia could be 'GPS spoofing' Google Maps https://t.co/1S5TU1BaE5 https://t.co/J1SqOYHppq,804684043694567424
"Democracy is decaying worldwide, and America isn't immune, writes Fareed Zakaria https://t.co/udIqUb94bS https://t.co/rXpbqqovK0",967878147789160448
"The Obamas dance to ""Thriller"" and kids trick-or-treat. A very scary White House #Halloween, in GIFs… https://t.co/KSJtiQLlFN",793292990328496129
"""A life wasted"": The mother of a Mount Everest victim is searching for answers https://t.co/xt6vSBwiqp https://t.co/SYYlP5cvQm",735607881798680578
"Read the full text of new GOP tax legislation, Tax Cuts and Jobs Act: https://t.co/pVFok1aNeW https://t.co/t3EwBsJaNl",926167392283250688
Everything you need to know about the Russia investigation https://t.co/tlx8rg6hzr https://t.co/8BPwpkr85z,868484446663716864
"No, tonight won't be the darkest night in 500 years https://t.co/A6OYHKCaCw https://t.co/sB0vy9sYNV",811636356829081600
"UNESCO omits Great Barrier Reef from ""List of World Heritage in Danger"" https://t.co/yJrvU1P7G0 https://t.co/HRfYvn59yT",883103321640370179
Outgoing GOP congressman Jason Chaffetz to join Fox News https://t.co/8dnKGZ9H9k https://t.co/FFTSglxWmg,880375294875586560
Charlotte Mayor Jennifer Roberts asks candidates to delay visits due to security resources https://t.co/FOUBTCWsB8 https://t.co/Ycclg52uLn,779469377414586369
"Millions were left without power in Florida after Irma, officials say, and restoring it could take a while… https://t.co/WvwYfSrI2D",907820152623857664
"Video appears to show #Baltimore school cop slapping youngster, local media reports: https://t.co/9L4Y2DlbZM https://t.co/imA5ZGUZO5",704935523593424898
"Donald Trump to Bernie Sanders supporters: ""We welcome you with open arms"" https://t.co/oZz0jUmo8i #PrimaryDay https://t.co/HeiM2uj1D1",740350741127270400
The White House is holding an audio-only press briefing. Watch CNN: https://t.co/UYpqI3w42L https://t.co/21mSc9DV8z,884493266321895424
What's become increasingly clear over the past year is that the Democratic Party of 2018 has broken cleanly in Sen.… https://t.co/AKHIVp0fOq,993086751307714560
What went wrong for @JebBush? https://t.co/jGU27Koi3S https://t.co/NAACXzhcoD,701775452864700417
"Trump's two business councils were already on shaky ground Wednesday. By early afternoon, both had fallen apart. https://t.co/yhMktCzYhp",898031401953624064
"President Trump's ""great day for democracy"" smacks of dictatorship, writes Dean Obeidallah for @CNNOpinion… https://t.co/HYJD2So2UB",975522293572161541
"Coca-Cola donates an additional $4.3M in the wake of Hurricane Maria and Mexico quakes, tripling its contribution… https://t.co/MmQCUT8VW3",913085092729425920
"YouTube has updated its search algorithm to promote authoritative news sources in search results, a source says https://t.co/lwx4rrhg3S",916173951109300224
The kind of floods we've only seen during storms might someday become regular events as sea levels rise due to glob… https://t.co/MMv3GWUEWE,971604195299164160
"Broward County superintendent Robert Runcie says ""we don't need to put guns in the hands of teachers. You know what… https://t.co/UnvrXc0L3k",966492056091856896
Inside the mind of Trump's national security guru https://t.co/psapxaamFZ https://t.co/NrkPwsUue2,797076411613843456
"They had to start over, and she thought it was the end. https://t.co/GHOR4h1tSU https://t.co/eaN9lvvTru",701905055671263232
The US announces sanctions on two ISIS chemical weapons experts for the first time https://t.co/dxdWCT8OGP https://t.co/MiWVn0oUGx,874500583042035713
Chicago sees drop in killings and shootings for 13 consecutive months https://t.co/EpVnC8tssZ https://t.co/SRz161LiZz,980602772675551232
"Reunion? Sort of. ""Friends"" cast set to pay tribute to director James Burrows in NBC special https://t.co/H0wi0MnvoP https://t.co/rFCiHaaHlD",687385135172431872
'Black Panther' is outselling every previous superhero film in advance ticket sales https://t.co/5yafn2f4ha https://t.co/gK7KmoQY56,959660495308509184
South Korea is suspending a joint-run industrial complex in North Korea https://t.co/1zdw2HIzBx https://t.co/qyGXptqqZ0,697381500086525952
@WinTouchTherapy may we have permission to feature your photo? Verify here: https://t.co/945Wxrqcsx,838924032821104641
